2017 MN FFA 
2017-2-11

50
   468,Jason Larson, 33, M,   3:40,,
    10,Michael Bisanz, 30, M,   4:27,,
    32,Melissa Gacek, 40, F,   4:28,,
    23,Aldrin D'souza, 35, M,   4:28,,
   100,Brian Zamboni, 43, M,   4:29,,
     4,Kate Barnett, 33, F,   4:44,,
   601,Hunter Oppler, 24, M,   4:50,,
    65,Nick Najjar, 33, M,   4:51,,
   252,Chris Duffy, 34, M,   4:53,,
   699,Julie Sierks, 24, F,   4:54,,
   285,Carter Evenson, 51, M,   4:56,,
    85,John Sullivan, 59, M,   4:58,,
    30,Charles Fortin, 37, M,   4:58,,
   202,Daniel Casper, 50, M,   4:58,,
   104,Scott Gravistin, 40, M,   5:05,,
    79,Kyle Sobota, 35, M,   5:08,,
   706,Jordan Soderman, 28, M,   5:09,,
    54,Peter Kaul, 51, M,   5:12,,
    26,Frank Elsenbast, 51, M,   5:13,,
   382,Chris Huset, 34, M,   5:14,,
   177,Rock Bobick, 45, M,   5:17,,
   516,Dan Mathiason, 46, M,   5:18,,
   628,Wade Pfenning-wendt, 18, M,   5:18,,
    41,Larry Hennis, 60, M,   5:19,,
    60,Scott McDonald, 35, M,   5:23,,
   102,Jeremy Morris, 41, M,   5:25,,
   362,Larry Hennis, 60, M,   5:28,,
    43,Joe Hoffman, 28, M,   5:30,,
   395,Drew Jelinek, 11, M,   5:31,,
   574,Lucas Neibacher, 14, M,   5:32,,
   389,Brian Janaszak, 40, M,   5:32,,
    92,Nam Truong, 32, M,   5:33,,
   488,Sam Lickteig, 35, M,   5:34,,
   833,Ricardo Anaya, 30, M,   5:34,,
     3,CJ Bahan, 38, M,   5:35,,
   852,Shep Harris, 44, M,   5:35,,
    73,Robert Parsons, 44, M,   5:36,,
   783,Amy Waters, 27, F,   5:37,,
     8,Jeff Berg, 44, M,   5:38,,
    44,Matt Hoffman, 31, M,   5:41,,
   681,Riley Schild, 10, M,   5:45,,
   731,Tony Stuefen, 27, M,   5:47,,
   302,Jacob Frey, 38, M,   5:47,,
    19,Erik Bullock, 24, M,   5:50,,
    84,Chad Stecher, 32, M,   5:51,,
     5,Dan Bauman, 31, M,   5:54,,
   260,Laurie Eggers, 47, F,   5:56,,
   505,Kevin Mack, 23, M,   5:57,,
   228,Martin Cross, 36, M,   5:57,,
   226,Adam Cross, 15, M,   5:57,,
    18,Michelle Brunshidle, 25, F,   6:00,,
   383,Kevin Idahor, 34, M,   6:01,,
    76,Michele Rudoy, 44, F,   6:02,,
   854,Stephanie Roder, 42, F,   6:02,,
   131,Steve Abrahamson, 50, M,   6:02,,
   598,Kirstin Olson, 50, F,   6:03,,
   529,Megan McKechnie, 34, F,   6:04,,
     2,Peder Anderson, 43, M,   6:05,,
    33,David Garcia, 37, M,   6:09,,
   580,Todd Nelson, 46, M,   6:11,,
   756,Gary Tuttle, 25, M,   6:11,,
   163,Dave Bellis, 36, M,   6:12,,
    93,Gabriella Tsurutani, 52, F,   6:13,,
   759,Carl Van Wijk, 53, M,   6:14,,
    95,Kylie Vatthauer, 26, F,   6:16,,
   682,Craig Schilling, 54, M,   6:16,,
    51,Mark Jessen, 54, M,   6:16,,
    67,Douglas Nelson, 36, M,   6:18,,
   559,Kristin Moore, 34, F,   6:19,,
    94,George Vander Weit, 48, M,   6:21,,
   491,Wilber Lio, 32, M,   6:22,,
   465,Michelle Lano, 36, F,   6:23,,
    91,Eric Thurstin, 40, M,   6:23,,
    70,Tricia Nissen, 43, F,   6:24,,
    47,Bill Idzorek, 51, M,   6:24,,
    77,Scott Rusch, 40, M,   6:25,,
   535,Levi Mellin, 14, M,   6:26,,
    48,Abram Isaacs, 47, M,   6:28,,
   371,Scottie Hines, 48, M,   6:28,,
    21,E. Paul Christians, 56, M,   6:29,,
    72,Gary Parendo, 59, M,   6:29,,
   797,Pierre Willette, 52, M,   6:29,,
    74,Manuel Robledo, 43, M,   6:29,,
   704,Kyle Smith, 11, M,   6:29,,
   767,Jon Vargo, 33, M,   6:31,,
    35,Charlie Gits, 59, M,   6:33,,
   340,David Hagen, 18, M,   6:33,,
    24,Tim Dunn, 38, M,   6:34,,
   627,Rachel Pfenning-Wendt, 22, F,   6:35,,
   769,Braden Velo, 18, M,   6:35,,
   739,Luke Swoboda, 35, M,   6:37,,
   632,Jacob Pouliot, 30, M,   6:37,,
    78,Doran Schoeppach, 53, M,   6:37,,
   480,Michael Lehnertz, 43, M,   6:37,,
   490,James Link, 32, M,   6:38,,
   396,Halle Jelinek, 10, F,   6:38,,
   728,Jesse Strong, 36, M,   6:39,,
   680,Morgan Schild,  8, F,   6:39,,
   779,John Wacker, 52, M,   6:40,,
   679,Lisa Schild, 37, F,   6:41,,
   692,Amanda Schwichtenberg, 36, F,   6:43,,
   738,Nathan Swisher, 17, M,   6:46,,
   178,Steve Boer, 49, M,   6:47,,
    38,John Hajewski, 63, M,   6:47,,
    98,Cari Wikman, 25, F,   6:47,,
   519,Jennifer Maxwell, 42, F,   6:47,,
   472,Kelly Lavers, 52, F,   6:50,,
   600,Tanner Olson, 16, M,   6:51,,
   146,Ellie Arensdorf, 22, F,   6:54,,
   746,Kayla Therrien, 16, F,   6:55,,
   493,Travis Loeffler, 29, M,   6:56,,
   101,Aliina Adelman, 38, F,   6:59,,
    69,Peggy Nickel, 54, F,   7:00,,
   446,Christy Kogler, 53, F,   7:01,,
   565,Angela Mullenbach, 39, F,   7:02,,
   764,Katie Vanderbloomer, 24, F,   7:02,,
    63,Robert Menti, 50, M,   7:02,,
   333,Joshua Guard, 35, M,   7:04,,
   414,Traci Johnson, 47, F,   7:04,,
   417,James Jones, 48, M,   7:04,,
   482,Shawn Leighton, 51, F,   7:05,,
   676,Janie Sands, 13, F,   7:07,,
   658,Jason Rider, 37, M,   7:08,,
   484,Jake Leonard, 35, M,   7:08,,
   853,Ryan Roder, 41, M,   7:10,,
   250,Bridget Drummond, 38, F,   7:10,,
   743,Alison Tauer, 40, F,   7:11,,
   153,Brenden Banken, 11, M,   7:11,,
   693,Bella Schwichtenberg,  9, F,   7:11,,
   162,Tracey Beckman, 43, F,   7:11,,
   388,Alisha Janaszak, 39, F,   7:13,,
   845,Ernie Scherger, 37, M,   7:14,,
   279,Gail Ericson, 51, F,   7:17,,
    55,Marjorie Kelly, 53, F,   7:17,,
   164,Amanda Beloy, 37, F,   7:17,,
   609,Jesse Patterson, 24, M,   7:17,,
    42,Aron Hill, 47, M,   7:18,,
   280,Ken Ericson, 54, M,   7:19,,
   407,Jed Johnson, 32, M,   7:19,,
    16,Robin Breth, 53, F,   7:19,,
   268,Kristi Eidem, 50, F,   7:20,,
   295,Anna Finke, 31, F,   7:20,,
   183,Alex Bolster, 27, M,   7:20,,
   447,Braden Kohl, 31, M,   7:21,,
   334,Linda Gudmundson, 56, F,   7:21,,
   176,Natalie Bobick, 17, F,   7:21,,
   761,David Vance, 38, M,   7:22,,
   671,Brad Ruud, 57, M,   7:23,,
   494,Jake Loesch, 28, M,   7:23,,
   244,Dustin Dienst, 47, M,   7:24,,
   662,Zachary Rock, 21, M,   7:25,,
    37,Kyle Gunderson, 50, M,   7:25,,
   526,Brad McGee, 22, M,   7:25,,
   618,Jeff Pelowski, 39, M,   7:27,,
   551,Jackline Minikus, 44, F,   7:28,,
    83,Ryan Staab, 33, M,   7:31,,
   308,Shane Gardner, 36, M,   7:32,,
   860,Amy Kilburg, 31, F,   7:32,,
   365,Danielle Hertaus, 35, F,   7:32,,
   557,Jason Moldan, 38, M,   7:35,,
   556,Elizabeth Moldan,  9, F,   7:36,,
   655,Jared Rice, 26, M,   7:37,,
   736,Daniel Swanson, 26, M,   7:37,,
   715,Jeremiah Squires Jr, 56, M,   7:39,,
   264,Jim Ehlen, 72, M,   7:39,,
   755,Natasha Trilk, 29, F,   7:40,,
   543,Chris Milbrandt, 31, M,   7:40,,
   575,Michelle Neibacher, 49, F,   7:41,,
   708,linda sone, 44, F,   7:42,,
   801,Kristen Witte, 51, F,   7:43,,
   784,Joel Waters, 33, M,   7:43,,
   276,Eric Enselein, 26, M,   7:43,,
   497,LeAnn Lorbiecki, 43, F,   7:44,,
   820,Julie Stecher, 32, F,   7:46,,
   317,Brian Gerads, 37, M,   7:47,,
   748,Jim Thomas, 50, M,   7:47,,
   780,Bridget Wahlstrom, 39, F,   7:47,,
     6,Lisa Bauman, 32, F,   7:47,,
   726,Sydney Strom, 25, F,   7:48,,
   734,Vijay Suri, 35, M,   7:49,,
   512,Chris Marshall, 45, M,   7:49,,
   426,Mathias Kautto, 26, M,   7:50,,
   370,Mark Hillstrom, 44, M,   7:50,,
   212,Lee Christopher, 36, M,   7:50,,
   175,De De Bluhm-Howie, 52, F,   7:51,,
   834,Tom Mattaini, 48, M,   7:51,,
   367,Dale Higgs, 61, M,   7:51,,
    82,Deb St Germain, 42, F,   7:52,,
   710,Scott Spinks, 46, M,   7:52,,
   607,Jillian Pang, 23, F,   7:53,,
   400,Kelly Jensen, 44, F,   7:54,,
   168,Zach Berbig, 35, M,   7:54,,
   723,Adam Stevenson, 35, M,   7:55,,
   442,Melody Klitzke, 44, F,   7:56,,
    29,Clayton Evert, 33, M,   7:56,,
    17,Erin Brown, 39, F,   7:57,,
