                                                                         Page 1
                                  for Ai r  Climb                      
                                 rch 7,   2     26                     
                    Capel        er - Mi n neapol is, MN               
                                 IMATE C L IMB                         
                                                                       
No.    Name                      Climb1  C limb2  Climb3 Climb4 Climb5 Total   
Err:510Err:510                   Err:510 = Err:510Err:510Err:510Err:510Err:510 
     40Maggie Bowman              10:17    10:16   10:44  10:36  10:12    52:05
       Matthew Brown              11:56    10:17   12:18  13:13  13:02  1:00:46
     45Benjamin Mellin            11:40    12:18   12:52  11:43  13:04  1:01:37
       Laura Bly                  10:47    10:51   11:15  11:32           44:25
      1Christopher Unger          13:39    12:57   13:06  13:09           52:51
      3Lydia Fess                 13:02    13:34   15:37  13:52           56:05
      2Michele Rudoy              12:49    14:22   15:15  15:55           58:21
      5Todd Thomas                13:23    14:42   15:20  15:48           59:13
      3Anthony Collins            14:17    15:21   15:26  16:29         1:01:33
      3Scott Rusch                13:46    15:33   16:02  16:49         1:02:10
      4Lynn Anderson              14:48    15:28   15:40  16:19         1:02:15
     46Long Kelly                 12:10    12:59   12:55                  38:04
     39Larry Hennis               12:57    14:41   14:32                  42:10
       Clayton Evert              14:39    15:52   14:49                  45:20
      3Samuel Schedler            14:56    15:52   14:43                  45:31
       John Hennessey             13:37    15:58   16:36                  46:11
      3Emma Jiter                 14:46    15:18   16:21                  46:25
      1Matt Olshack               14:12    15:32   16:51                  46:35
      2Dylan Rudoy                14:09    16:51   16:57                  47:57
      1Chelsea Karkula            13:49    18:22   16:57                  49:08
      1Aliina Adelman             16:08    18:10   17:02                  51:20
      3Naomi Jiter                15:41    17:40   18:10                  51:31
      2Andrea Kmetz               16:16    18:10   17:37                  52:03
      2Sally Hersrud              16:19    18:10   18:15                  52:44
      1Andrew Mellin              16:20    18:38   21:03                  56:01
       Collin Johnson              9:56    10:11                          20:07
      3Sarah Spiegle              14:56    17:09                          32:05
      2Lisa Gebhard               13:28    18:59                          32:27
     46Caroline Jeffery           16:07    17:09                          33:16
      4Erik Skogen                14:43    20:54                          35:37
     43Claire Kaspar              15:45    20:21                          36:06
      2Luke Day                   17:37    18:52                          36:29
      1Robert Menti               16:18    21:16                          37:34
      2Abram Isaacs               16:19    21:43                          38:02
     45Svetlana Vold              22:13    28:47                          51:00
     39Carla Ferrucci             17:20    93:08                        1:50:28
      3Mae Petrangelo             16:39                                   16:39
     39Stacey Pederson            20:35                                   20:35
